time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-03-28T14:20:22.727Z,38.3472,-118.9257,6.5,0.9,ml,11,99,0.167,0.1299,nn,nn00627887,2018-03-28T19:11:02.444Z,"28km ENE of Bridgeport, California",earthquake,,6.8,0.11,3,reviewed,nn,nn
2018-03-28T14:17:13.760Z,38.7836685,-122.7734985,1.01,1.01,md,9,128,0.01428,0.03,nc,nc72990905,2018-03-28T15:58:03.280Z,"2km WNW of The Geysers, CA",earthquake,0.34,0.95,0.14,3,automatic,nc,nc
2018-03-28T14:16:30.508Z,38.3432,-118.9241,12.2,0.9,ml,8,186.49,0.342,0.1066,nn,nn00627884,2018-03-28T19:04:50.361Z,"28km ENE of Bridgeport, California",earthquake,,5.6,0.12,3,reviewed,nn,nn
2018-03-28T14:16:03.259Z,38.3524,-118.9002,11.6,0.5,ml,7,182.05,0.326,0.096,nn,nn00627881,2018-03-28T19:01:44.508Z,"30km SW of Hawthorne, Nevada",earthquake,,9.8,0.16,3,reviewed,nn,nn
2018-03-28T14:12:12.410Z,33.5083333,-116.7993333,6.63,0.39,ml,20,42,0.07697,0.2,ci,ci37901295,2018-03-28T14:54:10.018Z,"10km NE of Aguanga, CA",earthquake,0.35,1.09,0.158,11,reviewed,ci,ci
2018-03-28T14:10:18.761Z,38.3447,-118.9153,8,2.3,ml,35,56.64,0.163,0.1939,nn,nn00627815,2018-03-28T15:17:09.347Z,"29km ENE of Bridgeport, California",earthquake,,2.3,0.33,14,reviewed,nn,nn
2018-03-28T14:10:03.812Z,63.5697,-147.3089,0,1.1,ml,,,,0.65,ak,ak18801347,2018-03-28T14:15:07.683Z,"84km ENE of Cantwell, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-03-28T14:07:09.480Z,33.5085,-116.7943333,5.67,0.99,ml,35,39,0.07409,0.16,ci,ci37901287,2018-03-28T14:56:06.550Z,"10km NE of Aguanga, CA",earthquake,0.18,0.84,0.092,27,reviewed,ci,ci
2018-03-28T14:06:38.278Z,38.3503,-118.9111,8,1.2,ml,18,98.02,0.156,0.2222,nn,nn00627812,2018-03-28T16:58:15.221Z,"29km ENE of Bridgeport, California",earthquake,,3.3,0.15,7,reviewed,nn,nn
2018-03-28T14:03:47.131Z,38.3485,-118.9019,10.1,0.8,ml,5,183.33,0.327,0.051,nn,nn00627875,2018-03-28T18:37:08.138Z,"30km ENE of Bridgeport, California",earthquake,,20,0,1,reviewed,nn,nn
2018-03-28T13:37:34.580Z,38.8310013,-122.8470001,2.66,0.57,md,8,99,0.008449,0.02,nc,nc72990895,2018-03-28T15:15:06.015Z,"10km NW of The Geysers, CA",earthquake,0.41,1.17,,1,automatic,nc,nc
2018-03-28T13:37:20.450Z,67.3609,-168.9907,10,3.2,ml,,260,1.661,0.57,us,us1000da57,2018-03-29T06:22:10.040Z,"145km SW of Point Hope, Alaska",earthquake,6.4,2,0.059,38,reviewed,us,us
2018-03-28T13:29:11.473Z,60.9166,-150.203,26.4,1.4,ml,,,,0.44,ak,ak18801337,2018-03-28T13:34:08.654Z,"37km SSW of Anchorage, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-03-28T13:28:11.140Z,37.8582,20.3385,10,4.4,mb,,95,1.899,1.21,us,us1000da4s,2018-03-28T17:55:18.289Z,"37km W of Katastarion, Greece",earthquake,6.4,2,0.135,16,reviewed,us,us
2018-03-28T13:21:53.708Z,62.9525,-149.6457,85.2,0.8,ml,,,,0.09,ak,ak18801336,2018-03-28T22:07:10.905Z,"60km SW of Cantwell, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2018-03-28T13:09:01.856Z,37.3191,-115.3178,1.1,1.1,ml,15,122.96,0.229,0.1384,nn,nn00627808,2018-03-28T16:48:57.467Z,"14km WSW of Alamo, Nevada",earthquake,,12,0.24,7,reviewed,nn,nn
2018-03-28T13:06:33.432Z,53.5762,-166.2242,60.2,1.5,ml,,,,0.18,ak,ak18801334,2018-03-28T22:04:19.335Z,"39km SSE of Unalaska, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2018-03-28T13:05:17.440Z,38.8199997,-122.8416672,1.91,0.9,md,16,56,0.006047,0.04,nc,nc72990880,2018-03-28T14:18:03.699Z,"9km WNW of The Geysers, CA",earthquake,0.24,0.55,0.15,3,automatic,nc,nc
2018-03-28T13:04:54.030Z,38.8208351,-122.8420029,1.58,2.19,md,33,55,0.005904,0.06,nc,nc72990875,2018-03-28T13:50:02.553Z,"9km WNW of The Geysers, CA",earthquake,0.2,0.26,0.21,14,automatic,nc,nc
2018-03-28T13:04:26.391Z,62.4349,-148.9403,10.7,1.4,ml,,,,0.68,ak,ak18801332,2018-03-28T13:09:26.390Z,"56km ENE of Y, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-03-28T13:02:33.436Z,62.0691,-149.6264,35.5,1.4,ml,,,,0.5,ak,ak18801329,2018-03-28T13:06:36.630Z,"15km SE of Y, Alaska",earthquake,,3.4,,,automatic,ak,ak
2018-03-28T12:44:29.700Z,34.3316667,-117.7026667,6.67,0.81,ml,24,75,0.05416,0.12,ci,ci37901239,2018-03-28T15:59:39.343Z,"7km WSW of Wrightwood, CA",earthquake,0.18,0.44,0.223,8,reviewed,ci,ci
2018-03-28T12:36:27.127Z,62.2746,-153.3081,2,1.4,ml,,,,0.22,ak,ak18800365,2018-03-28T12:47:42.956Z,"139km ESE of McGrath, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-03-28T12:28:18.654Z,39.6434,-120.0031,9,0.2,ml,6,132.49,0.048,0.1238,nn,nn00627871,2018-03-28T18:34:02.627Z,"4km SSW of Cold Springs, Nevada",earthquake,,2.1,0.44,2,reviewed,nn,nn
2018-03-28T12:27:54.341Z,39.029,-118.2123,9.8,-0.2,ml,4,226.15,0.089,0.1095,nn,nn00627867,2018-03-28T18:27:51.504Z,"30km NW of Gabbs, Nevada",earthquake,,7.2,0,1,reviewed,nn,nn
2018-03-28T12:18:23.790Z,38.8133316,-122.822998,1.88,0.88,md,11,91,0.006571,0.05,nc,nc72990870,2018-03-28T13:35:03.470Z,"7km NW of The Geysers, CA",earthquake,0.39,0.68,0.14,3,automatic,nc,nc
2018-03-28T12:09:11.733Z,63.3733,-149.9688,0,2.2,ml,,,,0.72,ak,ak18800348,2018-03-28T12:24:59.450Z,"50km W of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-03-28T12:07:17.345Z,59.1567,-151.793,38.8,2.1,ml,,,,0.38,ak,ak18800344,2018-03-28T12:15:37.225Z,"55km SSW of Homer, Alaska",earthquake,,1.5,,,automatic,ak,ak
2018-03-28T11:50:16.432Z,57.8642,-153.7829,57.7,2.1,ml,,,,0.4,ak,ak18800341,2018-03-28T12:03:14.340Z,"37km NNE of Larsen Bay, Alaska",earthquake,,3.1,,,automatic,ak,ak
2018-03-28T11:33:33.103Z,59.6463,-153.0154,103.5,1.8,ml,,,,0.24,ak,ak18800338,2018-03-28T11:40:13.267Z,"68km WSW of Anchor Point, Alaska",earthquake,,2.6,,,automatic,ak,ak
2018-03-28T11:26:11.370Z,33.5113333,-116.7961667,4.4,0.22,ml,16,73,0.07297,0.14,ci,ci37901231,2018-03-28T12:55:30.286Z,"10km NE of Aguanga, CA",earthquake,0.3,0.61,0.066,7,reviewed,ci,ci
2018-03-28T11:16:51.370Z,38.8455009,-122.8321686,3.33,0.57,md,7,168,0.007372,0.04,nc,nc72990865,2018-03-28T13:06:03.310Z,"10km WNW of Cobb, CA",earthquake,1.32,3.19,,1,automatic,nc,nc
2018-03-28T11:03:48.870Z,37.2534,57.7273,10,4.5,mb,,94,0.742,0.77,us,us1000da27,2018-03-28T11:18:28.161Z,"27km NE of Esfarayen, Iran",earthquake,4.2,1.9,0.103,28,reviewed,us,us
2018-03-28T10:57:13.435Z,64.7825,-149.0067,25,0.6,ml,,,,0.25,ak,ak18799376,2018-03-28T11:00:16.556Z,"23km NNE of North Nenana, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-03-28T10:38:32.060Z,38.8431664,-122.8115005,0.37,0.7,md,6,111,0.01474,0.01,nc,nc72990860,2018-03-28T12:38:03.143Z,"8km WNW of Cobb, CA",earthquake,0.38,1.08,0.22,2,automatic,nc,nc
2018-03-28T10:29:57.360Z,24.6416,122.0715,69.8,4.4,mb,,48,0.617,0.79,us,us1000da21,2018-03-29T07:30:24.952Z,"22km ENE of Su'ao, Taiwan",earthquake,5.7,6.7,0.08,45,reviewed,us,us
2018-03-28T10:27:00.292Z,58.2234,-155.3746,2,1.2,ml,,,,0.19,ak,ak18799368,2018-03-28T20:24:12.628Z,"91km SE of King Salmon, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-03-28T10:25:32.420Z,56.5878,-148.4304,20.14,3.6,ml,,226,2.558,0.61,us,us1000da1y,2018-03-28T11:11:16.040Z,"275km ESE of Kodiak, Alaska",earthquake,8.5,10.7,0.044,68,reviewed,us,us
2018-03-28T10:04:35.580Z,-0.3194,132.7951,10,4.3,mb,,114,2.639,1.1,us,us1000da1t,2018-03-28T11:05:54.040Z,"155km WNW of Manokwari, Indonesia",earthquake,9.5,1.7,0.116,21,reviewed,us,us
2018-03-28T10:04:30.030Z,34.232,-117.7095,10.17,0.48,ml,24,60,0.04277,0.11,ci,ci37901223,2018-03-28T15:28:20.770Z,"15km N of Claremont, CA",earthquake,0.2,0.33,0.114,6,reviewed,ci,ci
2018-03-28T10:00:00.040Z,19.4036674,-155.2861633,1.21,1.7,ml,19,60,0.009681,0.17,hv,hv70064156,2018-03-28T10:05:43.010Z,"5km WSW of Volcano, Hawaii",earthquake,0.26,0.33,0.16,7,automatic,hv,hv
2018-03-28T09:55:39.240Z,37.3295,-118.8506667,14.53,1.33,md,19,197,0.1354,0.04,nc,nc72990840,2018-03-28T19:33:02.757Z,"24km WSW of Round Valley, CA",earthquake,0.61,1.47,0.108,15,reviewed,nc,nc
2018-03-28T09:50:27.450Z,37.8634987,-122.0056686,7.34,1,md,8,109,0.06531,0.05,nc,nc72990835,2018-03-28T12:09:03.976Z,"3km ENE of Alamo, CA",earthquake,0.3,1.11,0.02,5,automatic,nc,nc
2018-03-28T09:48:15.740Z,33.236,-116.7658333,11.38,0.24,ml,15,67,0.005928,0.15,ci,ci37901215,2018-03-28T12:55:47.123Z,"1km SSW of Lake Henshaw, CA",earthquake,0.3,0.63,0.14,4,reviewed,ci,ci
2018-03-28T09:43:16.180Z,19.0285,-64.897,41,3.24,md,8,336,1.3006,0.27,pr,pr2018087000,2018-03-28T11:26:04.040Z,"66km NNW of Road Town, British Virgin Islands",earthquake,3.62,16.87,0.05,4,reviewed,pr,pr
2018-03-28T09:33:35.100Z,38.8289986,-122.7908325,1.45,0.96,md,12,47,0.009404,0.02,nc,nc72990830,2018-03-28T11:41:03.522Z,"6km W of Cobb, CA",earthquake,0.26,0.61,0.08,3,automatic,nc,nc
2018-03-28T09:31:13.330Z,38.831665,-122.7908325,1.62,0.88,md,11,88,0.006745,0.05,nc,nc72990825,2018-03-28T11:13:03.383Z,"6km W of Cobb, CA",earthquake,0.38,0.39,0.12,3,automatic,nc,nc
2018-03-28T09:22:55.280Z,36.0205,-117.89,5.49,0.7,ml,11,221,0.07595,0.11,ci,ci37901207,2018-03-28T17:54:07.045Z,"6km ESE of Coso Junction, CA",earthquake,0.47,0.68,0.333,6,reviewed,ci,ci
2018-03-28T09:08:24.520Z,36.0166667,-117.8818333,5.81,0.71,ml,19,128,0.0113,0.11,ci,ci37901199,2018-03-28T19:22:37.720Z,"7km ESE of Coso Junction, CA",earthquake,0.21,0.39,0.181,10,reviewed,ci,ci
2018-03-28T09:07:55.716Z,60.393,-141.3013,12.7,1.4,ml,,,,0.36,ak,ak18799352,2018-03-28T09:15:23.856Z,"72km ENE of Cape Yakataga, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-03-28T08:59:02.640Z,36.0153333,-117.8836667,5.86,0.5,ml,11,217,0.06896,0.08,ci,ci37901191,2018-03-28T17:21:17.329Z,"7km ESE of Coso Junction, CA",earthquake,0.41,0.51,0.183,6,reviewed,ci,ci
2018-03-28T08:48:55.460Z,42.1038,144.9201,29.52,4.3,mb,,178,1.315,0.88,us,us1000da1a,2018-03-28T12:52:28.040Z,"106km SSE of Kushiro, Japan",earthquake,4.7,8.5,0.093,33,reviewed,us,us
2018-03-28T08:46:30.294Z,39.4339,-120.298,10.8,0.6,ml,15,118.75,0.013,0.1424,nn,nn00627807,2018-03-28T15:31:41.903Z,"15km NW of Truckee, California",earthquake,,1.1,0.57,6,reviewed,nn,nn
2018-03-28T08:41:43.100Z,62.1738,-149.8544,0,2,ml,,,,0.74,ak,ak18799347,2018-03-28T08:49:40.746Z,"1km N of Y, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-03-28T08:35:41.683Z,38.3954,-118.8969,10.4,0.6,ml,10,138.34,0.12,0.1613,nn,nn00627866,2018-03-28T18:21:41.094Z,"27km WSW of Hawthorne, Nevada",earthquake,,2.5,0.34,3,reviewed,nn,nn
2018-03-28T08:35:38.650Z,46.873,-112.5411667,7.08,0.7,md,13,104,0.191,0.11,mb,mb80287334,2018-03-28T14:30:23.450Z,"14km SE of Lincoln, Montana",earthquake,0.46,1.9,0.234,8,reviewed,mb,mb
2018-03-28T08:31:44.020Z,33.4996667,-116.7855,7.29,0.2,ml,15,63,0.07694,0.12,ci,ci37901183,2018-03-28T14:59:38.973Z,"10km NE of Aguanga, CA",earthquake,0.24,0.82,0.044,6,reviewed,ci,ci
2018-03-28T08:21:09.107Z,59.0803,-137.7813,0,2.8,ml,,,,0.91,ak,ak18799342,2018-03-28T08:33:51.298Z,"122km ESE of Yakutat, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-03-28T08:19:01.992Z,38.3875,-118.9074,7.5,1.3,ml,19,95.01,0.131,0.196,nn,nn00627802,2018-03-28T16:36:33.982Z,"29km WSW of Hawthorne, Nevada",earthquake,,2.7,0.16,7,reviewed,nn,nn
2018-03-28T07:57:48.788Z,37.2657,-117.6735,10.9,0.2,ml,5,165.44,0.04,0.0906,nn,nn00627865,2018-03-28T18:18:34.343Z,"55km ENE of Big Pine, California",earthquake,,3.8,0.14,3,reviewed,nn,nn
2018-03-28T07:55:51.755Z,59.6585,-151.97,46.7,1.6,ml,,,,0.39,ak,ak18798384,2018-03-28T08:00:37.166Z,"15km SSW of Anchor Point, Alaska",earthquake,,1,,,automatic,ak,ak
2018-03-28T07:51:17.687Z,39.433,-120.299,10.5,0.9,ml,19,117.62,0.012,0.1417,nn,nn00627800,2018-03-28T15:28:32.836Z,"15km NW of Truckee, California",earthquake,,1,0.42,6,reviewed,nn,nn
2018-03-28T07:50:27.646Z,39.4347,-120.2948,10.4,1.2,ml,21,115.46,0.016,0.1583,nn,nn00627797,2018-03-28T15:16:09.270Z,"15km NW of Truckee, California",earthquake,,0.9,0.29,9,reviewed,nn,nn
2018-03-28T07:31:59.566Z,61.8436,-149.0598,13.6,0.9,ml,,,,0.4,ak,ak18798382,2018-03-28T07:39:13.192Z,"12km WNW of Sutton-Alpine, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-03-28T07:19:31.110Z,38.0858,-118.996,5.3,1,ml,13,79.46,0.361,0.1027,nn,nn00627794,2018-03-28T16:18:03.030Z,"27km SE of Bridgeport, California",earthquake,,3.4,0.17,2,reviewed,nn,nn
2018-03-28T07:15:15.920Z,37.6066667,-118.9638333,0.62,0.37,md,19,166,0.01092,0.05,nc,nc72990800,2018-03-28T17:34:03.801Z,"4km SSE of Mammoth Lakes, CA",earthquake,0.39,0.53,0.253,16,reviewed,nc,nc
2018-03-28T07:11:06.570Z,35.538166,-120.0518341,11.85,1.5,md,7,182,0.2259,0.01,nc,nc72990795,2018-03-28T09:51:03.921Z,"21km NNW of Simmler, CA",earthquake,0.67,1.7,0.07,4,automatic,nc,nc
2018-03-28T07:09:24.241Z,61.5134,-150.9817,65.5,1.4,ml,,,,0.42,ak,ak18798380,2018-03-28T07:15:53.739Z,"54km W of Big Lake, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-03-28T07:05:07.630Z,35.5176659,-120.0735016,12.47,2.15,md,20,120,0.06141,0.11,nc,nc72990790,2018-03-28T09:25:03.783Z,"20km NNW of Simmler, CA",earthquake,0.54,0.91,0.12,6,automatic,nc,nc
2018-03-28T06:50:43.000Z,38.8224983,-122.7795029,-0.33,0.48,md,9,94,0.009272,0.01,nc,nc72990785,2018-03-28T06:52:19.502Z,"5km W of Cobb, CA",earthquake,0.25,0.48,0.08,4,automatic,nc,nc
2018-03-28T06:46:57.560Z,38.7916679,-122.7738342,2.28,1.14,md,17,82,0.01111,0.04,nc,nc72990775,2018-03-28T09:10:04.692Z,"2km NW of The Geysers, CA",earthquake,0.29,0.59,0.11,6,automatic,nc,nc
2018-03-28T06:46:54.040Z,33.6276667,-116.6735,14.52,0.32,ml,24,75,0.04113,0.12,ci,ci37901159,2018-03-28T14:26:44.223Z,"8km N of Anza, CA",earthquake,0.25,0.38,0.14,6,reviewed,ci,ci
2018-03-28T06:44:14.050Z,33.4988333,-116.783,5.87,0.37,ml,18,81,0.07658,0.16,ci,ci37901151,2018-03-28T12:56:07.129Z,"10km NE of Aguanga, CA",earthquake,0.29,1.16,0.056,11,reviewed,ci,ci
2018-03-28T06:35:46.120Z,34.0635,-117.4711667,3.38,0.55,ml,38,69,0.03507,0.17,ci,ci37901143,2018-03-28T14:20:08.412Z,"4km SSW of Fontana, CA",earthquake,0.23,0.19,0.147,10,reviewed,ci,ci
2018-03-28T06:18:05.500Z,37.2293333,-118.2868333,11.19,0.92,md,5,292,0.1329,0.04,nc,nc72990765,2018-03-28T16:42:02.509Z,"7km N of Big Pine, CA",earthquake,1.34,1.92,0.343,5,reviewed,nc,nc
2018-03-28T06:14:23.460Z,39.4053333,-110.3065,-2.2,1.41,ml,8,183,0.02364,0.14,uu,uu60275437,2018-03-28T16:57:04.660Z,"18km SSE of East Carbon City, Utah",earthquake,1.65,1.18,0.012,2,reviewed,uu,uu
2018-03-28T06:10:38.260Z,32.6781667,-115.8746667,5.92,1.3,ml,23,84,0.05046,0.23,ci,ci37901127,2018-03-28T12:56:42.172Z,"13km ESE of Ocotillo, CA",earthquake,0.45,1.06,0.198,17,reviewed,ci,ci
2018-03-28T06:04:47.660Z,38.8349991,-122.7941666,1.12,2.26,md,34,47,0.004528,0.05,nc,nc72990755,2018-03-28T08:16:03.400Z,"6km WNW of Cobb, CA",earthquake,0.17,0.24,0.11,13,automatic,nc,nc
2018-03-28T06:00:53.848Z,59.8947,-136.6888,0,1.9,ml,,,,0.68,ak,ak18798374,2018-03-28T06:13:29.259Z,"91km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-03-28T06:00:34.640Z,38.8380013,-122.7941666,0.78,0.98,md,11,74,0.003013,0.03,nc,nc72990750,2018-03-28T06:48:03.134Z,"6km WNW of Cobb, CA",earthquake,0.28,0.36,0.07,5,automatic,nc,nc
2018-03-28T06:00:26.810Z,38.8380013,-122.7938309,1.38,0.56,md,9,125,0.002753,0.03,nc,nc72990745,2018-03-28T06:37:03.072Z,"6km WNW of Cobb, CA",earthquake,0.41,0.95,,1,automatic,nc,nc
2018-03-28T05:51:36.290Z,38.8204994,-122.7890015,3.04,0.29,md,8,107,0.01345,0.05,nc,nc72990740,2018-03-28T06:16:02.969Z,"6km NNW of The Geysers, CA",earthquake,0.76,0.93,0.23,2,automatic,nc,nc
2018-03-28T05:44:55.330Z,33.7205,-116.8216667,17.25,0.53,ml,14,104,0.09145,0.12,ci,ci37901119,2018-03-28T12:56:58.172Z,"7km ESE of Valle Vista, CA",earthquake,0.43,0.58,0.095,9,reviewed,ci,ci
2018-03-28T05:35:45.109Z,39.2294,-117.7058,8.2,1.1,ml,9,237.44,0.33,0.1634,nn,nn00627864,2018-03-28T18:09:13.397Z,"44km NNE of Gabbs, Nevada",earthquake,,4.5,0.59,5,reviewed,nn,nn
2018-03-28T05:30:47.294Z,36.4082,-117.0345,4.2,0.6,ml,12,196.9,0.15,0.1433,nn,nn00627791,2018-03-28T16:05:40.900Z,"60km SSW of Beatty, Nevada",earthquake,,3.7,0.18,7,reviewed,nn,nn
2018-03-28T05:20:34.855Z,39.4347,-120.2846,10.1,0.5,ml,11,120.91,0.023,0.1427,nn,nn00627861,2018-03-28T18:06:07.291Z,"14km NW of Truckee, California",earthquake,,1.4,0.65,5,reviewed,nn,nn
2018-03-28T05:07:33.965Z,38.8487,-119.6615,6.9,0.9,ml,12,137.17,0.245,0.1535,nn,nn00627789,2018-03-28T15:56:24.093Z,"8km ESE of Gardnerville Ranchos, Nevada",earthquake,,4.2,0.21,3,reviewed,nn,nn
2018-03-28T05:02:56.240Z,19.0154991,-155.3911591,9.89,2,md,26,221,0.1545,0.22,hv,hv70064096,2018-03-28T05:06:04.750Z,"22km SSE of Pahala, Hawaii",earthquake,1.85,1.19,0.28,6,automatic,hv,hv
2018-03-28T05:02:31.010Z,62.8707,-149.9516,71,1.4,ml,,,,0.67,ak,ak18798358,2018-03-28T05:09:03.005Z,"61km N of Talkeetna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-03-28T04:53:04.025Z,64.5922,-150.1611,18.5,0.5,ml,,,,0.46,ak,ak18798357,2018-03-28T19:57:40.163Z,"50km W of North Nenana, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2018-03-28T04:52:35.480Z,40.3235,-122.1131667,14.82,1.53,md,10,96,0.1153,0.17,nc,nc72991330,2018-03-29T22:23:02.229Z,"19km NNE of Red Bluff, CA",earthquake,1.16,1.81,0.241,12,reviewed,nc,nc
2018-03-28T04:35:38.951Z,38.5599,-118.8045,8.3,1.2,ml,15,83.7,0.107,0.1867,nn,nn00627787,2018-03-28T15:40:59.320Z,"16km WNW of Hawthorne, Nevada",earthquake,,1.5,0.16,4,reviewed,nn,nn
2018-03-28T04:35:09.403Z,39.4363,-120.2899,10.5,0.7,ml,14,113.16,0.02,0.1968,nn,nn00627858,2018-03-28T17:59:55.683Z,"15km NW of Truckee, California",earthquake,,1.3,0.87,6,reviewed,nn,nn
2018-03-28T04:33:11.840Z,35.9383333,-117.6506667,3.54,0.73,ml,24,55,0.009549,0.13,ci,ci37901095,2018-03-28T14:06:43.696Z,"23km E of Little Lake, CA",earthquake,0.16,0.27,0.131,8,reviewed,ci,ci
2018-03-28T04:14:10.680Z,-22.9285,-66.6748,215.17,4.6,mb,,108,1.386,1.01,us,us1000d9zm,2018-03-28T04:33:23.040Z,"102km WSW of Abra Pampa, Argentina",earthquake,11,3.5,0.164,11,reviewed,us,us
2018-03-28T04:01:29.760Z,51.8002,-178.5408,16.1,1.1,ml,,,,0.41,ak,ak18797398,2018-03-28T19:44:42.150Z,"29km WSW of Tanaga Volcano, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2018-03-28T03:52:57.250Z,33.4978333,-116.7875,4.98,0.5,ml,27,34,0.07937,0.14,ci,ci37901071,2018-03-28T12:57:12.960Z,"9km NE of Aguanga, CA",earthquake,0.2,1.03,0.11,18,reviewed,ci,ci
2018-03-28T03:35:09.179Z,63.184,-151.344,0,1.6,ml,,,,0.62,ak,ak18797394,2018-03-28T03:51:20.558Z,"114km NNW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-03-28T03:32:53.891Z,39.1543,-118.6868,4.4,0.7,ml,10,114.19,0.462,0.1046,nn,nn00627852,2018-03-28T17:47:34.542Z,"36km SSE of Fallon, Nevada",earthquake,,6.4,0.07,3,reviewed,nn,nn
2018-03-28T03:21:52.180Z,19.4349995,-155.2736664,0.26,1.84,ml,17,122,0.009695,0.13,hv,hv70064056,2018-03-28T03:27:36.780Z,"3km W of Volcano, Hawaii",earthquake,0.17,0.22,0.18,7,automatic,hv,hv
2018-03-28T03:16:44.990Z,37.4336667,-113.124,10.52,1.17,md,14,80,0.164,0.17,uu,uu60275432,2018-03-28T16:31:54.650Z,"24km NE of Toquerville, Utah",earthquake,0.45,0.91,0.205,6,reviewed,uu,uu
2018-03-28T03:16:17.257Z,59.8511,-152.7846,97.6,1.9,ml,,,,0.65,ak,ak18797392,2018-03-28T03:23:17.651Z,"54km W of Anchor Point, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-03-28T03:14:16.480Z,36.5328333,-89.6421667,8,1.81,md,28,32,0.0218,0.03,nm,nm60221516,2018-03-28T12:32:56.450Z,"7km SSW of Lilbourn, Missouri",earthquake,0.29,0.55,0.106,19,reviewed,nm,nm
2018-03-28T03:12:45.000Z,36.535,-89.6436667,8.19,1.21,md,17,43,0.02101,0.03,nm,nm60054823,2018-03-28T13:37:31.720Z,"6km SSW of Lilbourn, Missouri",earthquake,0.21,0.42,0.051,8,reviewed,nm,nm
2018-03-28T03:10:00.090Z,37.6283333,-119.0118333,1.51,0.54,md,13,102,0.009697,0.04,nc,nc72990710,2018-03-28T17:24:02.760Z,"3km WSW of Mammoth Lakes, CA",earthquake,0.24,0.57,0.289,10,reviewed,nc,nc
2018-03-28T03:09:39.010Z,37.6293333,-119.0131667,1.8,0.77,md,10,101,0.01774,0.04,nc,nc72990715,2018-03-28T17:14:03.706Z,"3km WSW of Mammoth Lakes, CA",earthquake,0.3,0.68,0.391,9,reviewed,nc,nc
2018-03-28T02:57:09.510Z,37.8283348,-121.9591675,7.09,1.51,md,14,77,0.08309,0.06,nc,nc72990705,2018-03-28T05:48:02.810Z,"1km S of Diablo, CA",earthquake,0.39,0.83,0.23,13,automatic,nc,nc
2018-03-28T02:51:40.010Z,39.2893333,-122.7786667,7.98,1.37,md,9,75,0.1378,0.13,nc,nc72990700,2018-03-28T18:40:02.478Z,"18km NE of Upper Lake, CA",earthquake,0.41,2.01,0.182,9,reviewed,nc,nc
2018-03-28T02:49:41.167Z,56.1751,-149.1517,5,2.9,ml,,,,0.86,ak,ak18797386,2018-03-28T19:31:13.664Z,"267km SE of Kodiak, Alaska",earthquake,,0,,,reviewed,ak,ak
2018-03-28T02:46:51.090Z,34.3361667,-116.4281667,10.01,1.32,ml,49,54,0.05841,0.13,ci,ci37901039,2018-03-28T14:02:25.168Z,"25km N of Yucca Valley, CA",earthquake,0.14,0.28,0.161,30,reviewed,ci,ci
2018-03-28T02:44:01.685Z,52.0358,-173.1999,95.6,2.4,ml,,,,0.35,ak,ak18797385,2018-03-28T19:31:13.142Z,"70km ESE of Atka, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2018-03-28T02:20:36.150Z,-5.7894,151.1481,25.82,5.1,mb,,37,5.299,1.05,us,us1000d9z0,2018-03-28T02:42:07.040Z,"114km ESE of Kimbe, Papua New Guinea",earthquake,10.4,2,0.051,127,reviewed,us,us
2018-03-28T02:18:12.940Z,-24.2846,-66.8589,166.32,4.4,mb,,35,1.795,0.99,us,us1000d9yv,2018-03-28T02:35:30.040Z,"55km W of San Antonio de los Cobres, Argentina",earthquake,8.1,7.8,0.086,39,reviewed,us,us
2018-03-28T02:07:53.220Z,37.428,-118.8733333,13.49,0.93,md,9,147,0.1609,0.02,nc,nc72990685,2018-03-28T16:53:02.584Z,"23km SW of Toms Place, CA",earthquake,0.86,1.35,0.096,7,reviewed,nc,nc
2018-03-28T02:04:55.020Z,-23.5262,-179.6841,541.13,4.8,mb,,125,6.129,0.99,us,us1000d9yu,2018-03-28T02:29:12.040Z,South of the Fiji Islands,earthquake,12.7,7.5,0.084,44,reviewed,us,us
