time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-03-26T22:22:06.270Z,37.8363333,-121.9613333,8.68,2.74,md,130,65,0.009662,0.1,nc,nc72990340,2018-03-30T06:54:59.049Z,"0km WNW of Diablo, CA",earthquake,0.1,0.13,0.166,85,reviewed,nc,nc
2018-03-26T22:18:28.710Z,37.569,-118.8261667,5.79,0.7,md,20,85,0.02112,0.03,nc,nc72990335,2018-03-27T17:03:03.394Z,"13km W of Toms Place, CA",earthquake,0.27,0.52,0.142,15,reviewed,nc,nc
2018-03-26T22:16:36.270Z,33.5145,-116.4506667,7.44,0.76,ml,20,101,0.02267,0.13,ci,ci37900343,2018-03-26T22:43:37.057Z,"21km SW of La Quinta, CA",earthquake,0.27,0.53,0.078,12,reviewed,ci,ci
2018-03-26T22:12:49.620Z,19.3415,-155.1498333,5.43,1.52,md,36,104,0.04198,0.1,hv,hv70062776,2018-03-27T21:42:55.930Z,"13km SE of Volcano, Hawaii",earthquake,0.35,0.62,0.087,15,reviewed,hv,hv
2018-03-26T21:59:55.580Z,38.8033333,-122.8233333,2.26,1.25,md,39,71,0.007169,0.06,nc,nc72990325,2018-03-29T02:49:02.355Z,"6km WNW of The Geysers, CA",earthquake,0.2,0.21,0.117,11,reviewed,nc,nc
2018-03-26T21:52:34.047Z,59.1536,-151.6073,34.6,2.3,ml,,,,0.49,ak,ak18781711,2018-03-26T22:01:30.994Z,"54km S of Homer, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-03-26T21:50:04.520Z,35.9405,-117.6545,3.41,1,ml,8,69,0.04312,0.08,ci,ci37900319,2018-03-26T22:45:39.445Z,"23km E of Little Lake, CA",earthquake,0.19,0.5,0.146,6,reviewed,ci,ci
2018-03-26T21:48:48.150Z,37.6885,-113.1231667,5.58,1.12,md,7,126,0.03532,0.01,uu,uu60275357,2018-03-27T18:56:03.380Z,"5km WNW of Cedar City, Utah",earthquake,0.86,0.54,0.4,2,reviewed,uu,uu
2018-03-26T21:40:18.070Z,33.414,-116.3441667,14.3,1.23,ml,26,130,0.08914,0.13,ci,ci37900311,2018-03-26T23:46:09.532Z,"18km N of Borrego Springs, CA",earthquake,0.29,0.6,0.114,22,reviewed,ci,ci
2018-03-26T21:39:08.420Z,-16.604,-174.4796,175.39,4.7,mb,,66,3.738,0.85,us,us1000d9c6,2018-03-26T22:07:32.040Z,"106km SW of Hihifo, Tonga",earthquake,8.4,7.6,0.041,182,reviewed,us,us
2018-03-26T21:32:34.390Z,-5.9346,102.7058,19.93,4.8,mb,,88,1.583,0.69,us,us1000d9bv,2018-03-26T21:54:16.040Z,"153km SW of Kuripan, Indonesia",earthquake,6.3,5.1,0.078,51,reviewed,us,us
2018-03-26T21:31:33.280Z,35.5485001,-120.7758331,7.14,1.87,md,13,125,0.1161,0.04,nc,nc72990320,2018-03-26T21:33:11.038Z,"6km W of Templeton, CA",earthquake,0.84,2.44,0.3,5,automatic,nc,nc
2018-03-26T21:25:00.250Z,35.5495,-120.7705,5.76,2.23,md,59,97,0.1183,0.06,nc,nc72990315,2018-03-27T04:37:02.273Z,"6km W of Templeton, CA",earthquake,0.16,0.88,0.181,42,reviewed,nc,nc
2018-03-26T21:19:32.380Z,37.536,-118.8838333,2.57,0.36,md,6,257,0.06928,0.01,nc,nc72990305,2018-03-27T02:39:04.311Z,"14km SE of Mammoth Lakes, CA",earthquake,2.17,5.65,0.209,6,reviewed,nc,nc
2018-03-26T20:58:58.020Z,38.3774986,-122.6344986,6.18,2.45,md,44,47,0.02525,0.14,nc,nc72990295,2018-03-30T06:27:58.748Z,"7km NE of Rohnert Park, CA",earthquake,0.25,0.48,0.15,41,automatic,nc,nc
2018-03-26T20:42:08.110Z,66.2389,-157.5031,4.9,2.2,ml,,,,0.74,ak,ak18780837,2018-03-26T20:56:53.049Z,"79km SSW of Kobuk, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-03-26T20:41:26.930Z,18.907,-67.5308,9,3.15,md,16,199,0.6076,0.61,pr,pr2018085005,2018-03-28T18:23:34.040Z,"66km NW of San Antonio, Puerto Rico",earthquake,2.15,4.11,0.35,13,reviewed,pr,pr
2018-03-26T20:34:51.900Z,18.5208,-67.5368,28,2.66,md,3,321,0.6687,0.25,pr,pr2018085003,2018-03-27T00:53:00.729Z,"36km WNW of Rincon, Puerto Rico",earthquake,2.85,15.75,0.2,3,reviewed,pr,pr
2018-03-26T20:13:28.072Z,39.2665,-115.0167,0,2,ml,7,76,0.269,0.5181,nn,nn00627647,2018-03-27T02:05:05.643Z,"11km W of Ely, Nevada",explosion,,0,0.03,2,reviewed,nn,nn
2018-03-26T20:13:10.760Z,40.6511667,-122.5791667,21.92,1.68,md,12,78,0.04277,0.1,nc,nc72990290,2018-03-29T03:15:04.036Z,"8km SE of French Gulch, CA",earthquake,0.4,0.65,0.22,13,reviewed,nc,nc
2018-03-26T20:03:37.450Z,35.9959984,-120.5561676,1.3,0.94,md,10,86,0.02076,0.05,nc,nc72990280,2018-03-26T20:05:17.415Z,"16km NW of Parkfield, CA",earthquake,0.31,0.65,0.3,4,automatic,nc,nc
2018-03-26T20:02:46.868Z,62.4402,-151.4256,89.7,1.7,ml,,,,0.28,ak,ak18780791,2018-03-26T20:09:52.414Z,"69km WNW of Talkeetna, Alaska",earthquake,,1.8,,,automatic,ak,ak
2018-03-26T19:45:45.750Z,19.2033333,-155.407,31.28,1.62,md,20,156,0.03516,0.1,hv,hv70062711,2018-03-27T00:01:46.880Z,"7km E of Pahala, Hawaii",earthquake,0.78,1.2,0.071,10,reviewed,hv,hv
2018-03-26T19:36:43.190Z,33.5508333,-116.4131667,9.48,1.28,ml,35,69,0.0293,0.16,ci,ci37900255,2018-03-28T00:11:53.339Z,"16km SW of La Quinta, CA",earthquake,0.3,0.42,0.216,28,reviewed,ci,ci
2018-03-26T19:33:06.098Z,62.8396,-151.0052,91.1,1.8,ml,,,,0.46,ak,ak18780784,2018-03-26T19:37:48.030Z,"73km NW of Talkeetna, Alaska",earthquake,,1,,,automatic,ak,ak
2018-03-26T19:32:49.480Z,39.5098333,-110.6861667,-1.26,1.88,md,9,113,0.05557,0.06,uu,uu60275332,2018-03-27T18:36:59.570Z,"5km SE of Wellington, Utah",earthquake,0.88,1.66,0.327,9,reviewed,uu,uu
2018-03-26T19:29:54.000Z,17.2931,-68.3453,47,3.26,md,6,272,1.4267,0.16,pr,pr2018085004,2018-03-28T18:19:50.040Z,"124km SSE of Boca de Yuma, Dominican Republic",earthquake,1.98,5.97,0.06,4,reviewed,pr,pr
2018-03-26T19:09:52.452Z,38.6802,-119.5568,7.5,1,ml,7,153.89,0.199,0.1352,nn,nn00627650,2018-03-27T02:05:07.126Z,"21km WSW of Smith Valley, Nevada",earthquake,,11.6,0.59,3,reviewed,nn,nn
2018-03-26T18:58:56.559Z,38.3936,-118.9074,8.8,0.8,ml,8,170.93,0.128,0.1414,nn,nn00627642,2018-03-27T02:05:02.125Z,"28km WSW of Hawthorne, Nevada",earthquake,,3.3,0.09,2,reviewed,nn,nn
2018-03-26T18:55:29.100Z,38.6807,-119.5505,6,1.1,ml,9,152.57,0.197,0.159,nn,nn00627641,2018-03-27T02:05:00.669Z,"21km WSW of Smith Valley, Nevada",earthquake,,5.5,0.64,3,reviewed,nn,nn
2018-03-26T18:53:32.928Z,38.6814,-119.5602,7,1.1,ml,8,154.41,0.201,0.1052,nn,nn00627640,2018-03-27T02:04:59.105Z,"21km WSW of Smith Valley, Nevada",earthquake,,2.7,0.57,5,reviewed,nn,nn
2018-03-26T18:51:57.140Z,36.476,-121.0361667,5.19,1.07,md,12,142,0.05302,0.07,nc,nc72990265,2018-03-29T00:21:44.993Z,"11km ESE of Pinnacles, CA",earthquake,0.44,1.29,0.202,13,reviewed,nc,nc
2018-03-26T18:51:27.160Z,34.3285,-116.9401667,-1.41,1.19,ml,27,86,0.06796,0.2,ci,ci37900239,2018-03-28T00:12:00.852Z,"10km NNW of Big Bear Lake, CA",quarry blast,0.45,31.61,0.186,21,reviewed,ci,ci
2018-03-26T18:39:07.290Z,33.6363333,-116.7376667,13.39,0.67,ml,20,71,0.04791,0.14,ci,ci37900231,2018-03-28T00:12:17.257Z,"11km NNW of Anza, CA",earthquake,0.33,0.48,0.173,11,reviewed,ci,ci
2018-03-26T18:38:50.590Z,33.6423333,-116.7388333,15.89,0.67,ml,17,89,0.0529,0.07,ci,ci37183244,2018-03-26T22:34:32.411Z,"11km S of Idyllwild, CA",earthquake,0.25,0.45,0.116,13,reviewed,ci,ci
2018-03-26T18:38:48.980Z,33.6321667,-116.7355,13.6,0.41,ml,14,82,0.04519,0.05,ci,ci37900223,2018-03-28T00:12:08.716Z,"10km NNW of Anza, CA",earthquake,0.29,0.6,0.1,6,reviewed,ci,ci
2018-03-26T18:37:00.722Z,39.5911,-119.0873,12.2,1.3,ml,7,187.53,0.259,0.1389,nn,nn00627635,2018-03-27T02:04:52.454Z,"14km E of Fernley, Nevada",earthquake,,2.7,0.29,5,reviewed,nn,nn
2018-03-26T18:35:46.720Z,3.1227,129.037,179.64,4.4,mb,,85,2.87,0.98,us,us1000d98v,2018-03-28T18:15:08.040Z,"191km NE of Tobelo, Indonesia",earthquake,11.1,7.4,0.098,30,reviewed,us,us
2018-03-26T18:11:33.550Z,35.0555,-118.3393333,-1.01,1.36,ml,19,62,0.06478,0.1,ci,ci37900215,2018-03-26T23:52:11.854Z,"13km SE of Tehachapi, CA",quarry blast,0.23,31.61,0.233,23,reviewed,ci,ci
2018-03-26T18:01:05.820Z,56.372,-148.414,10,4.7,mb,,139,2.679,0.9,us,us1000d97r,2018-03-28T16:43:42.040Z,"289km ESE of Kodiak, Alaska",earthquake,7.7,1.9,0.066,69,reviewed,us,us
2018-03-26T17:43:34.450Z,37.3233333,-122.1038333,-0.26,1.33,md,8,99,0.01389,0.04,nc,nc72990436,2018-03-29T00:19:13.283Z,"3km S of Loyola, CA",quarry blast,0.65,31.61,0.587,7,reviewed,nc,nc
2018-03-26T17:41:17.160Z,-56.0147,-27.7026,102.08,4.6,mb,,114,5.328,0.59,us,us1000d97i,2018-03-28T17:55:52.040Z,"82km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,13.8,8.2,0.107,26,reviewed,us,us
2018-03-26T17:28:55.030Z,42.6416667,-111.4478333,6.95,2.34,ml,16,85,0.1156,0.14,uu,uu60275327,2018-03-26T21:11:18.940Z,"12km E of Soda Springs, Idaho",earthquake,0.36,0.85,0.166,4,reviewed,uu,uu
2018-03-26T17:14:58.700Z,36.0973,-99.0952,5,2.6,ml,,222,,0.85,us,us1000d96q,2018-03-28T16:49:49.040Z,"13km WNW of Taloga, Oklahoma",earthquake,2.5,6.6,,,reviewed,tul,tul
2018-03-26T17:12:41.060Z,54.2289,168.8207,37.04,4.4,mb,,133,6.171,0.98,us,us1000d96s,2018-03-28T17:15:43.040Z,"211km ESE of Nikol'skoye, Russia",earthquake,9.5,7.9,0.055,96,reviewed,us,us
2018-03-26T17:01:24.220Z,32.5065,-117.4286667,33.62,1.74,ml,5,293,0.4689,0.06,ci,ci37900191,2018-03-28T00:12:48.911Z,"30km SW of Coronado, CA",earthquake,3.79,31.61,0.423,6,reviewed,ci,ci
2018-03-26T17:01:15.920Z,33.0348333,-116.463,9.08,1.79,ml,48,46,0.122,0.21,ci,ci37900183,2018-03-28T00:12:29.070Z,"14km ESE of Julian, CA",earthquake,0.29,0.75,0.173,24,reviewed,ci,ci
2018-03-26T16:56:23.563Z,58.2148,-154.5768,86.1,1.9,ml,,,,0.24,ak,ak18779005,2018-03-26T19:44:43.534Z,"83km NNW of Larsen Bay, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2018-03-26T16:44:58.560Z,38.3845,-118.8942,8.1,1.6,ml,23,66.52,0.124,0.1906,nn,nn00627616,2018-03-27T02:04:36.046Z,"28km WSW of Hawthorne, Nevada",earthquake,,2.4,0.25,9,reviewed,nn,nn
2018-03-26T16:30:01.095Z,63.107,-150.3428,105.7,1.8,ml,,,,0.49,ak,ak18779001,2018-03-26T16:35:59.913Z,"76km WSW of Cantwell, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-03-26T16:24:24.167Z,53.3024,-164.1785,20.9,2.5,ml,,,,0.31,ak,ak18779000,2018-03-26T16:45:58.646Z,"140km SE of Akutan, Alaska",earthquake,,4.9,,,reviewed,ak,ak
2018-03-26T15:30:29.450Z,-17.8026,-178.6721,541.02,4.5,mb,,73,3.121,1.17,us,us1000d95k,2018-03-26T16:09:33.040Z,"257km SE of Lambasa, Fiji",earthquake,12.2,7,0.047,131,reviewed,us,us
2018-03-26T15:04:18.650Z,37.604,-118.8228333,7.24,1.22,md,28,45,0.01481,0.03,nc,nc72990386,2018-03-28T00:14:02.419Z,"13km WNW of Toms Place, CA",earthquake,0.21,0.37,0.192,23,reviewed,nc,nc
2018-03-26T14:41:52.968Z,38.4483,-118.3537,4.6,0.1,ml,5,131.86,0.019,0.0773,nn,nn00627631,2018-03-27T02:04:51.013Z,"25km ESE of Hawthorne, Nevada",earthquake,,2,0.28,2,reviewed,nn,nn
2018-03-26T14:31:25.360Z,34.065,-117.257,14.57,0.9,ml,40,92,0.04565,0.22,ci,ci37900167,2018-03-28T00:21:12.525Z,"2km NNE of Loma Linda, CA",earthquake,0.3,0.47,0.115,8,reviewed,ci,ci
2018-03-26T14:15:45.301Z,36.4487,-115.7567,0,0.3,ml,10,122.17,0.27,0.1749,nn,nn00627629,2018-03-27T02:04:49.656Z,"33km NE of Pahrump, Nevada",earthquake,,0,0.28,3,reviewed,nn,nn
2018-03-26T13:59:04.720Z,33.6368333,-118.1195,9.53,2.17,ml,10,158,0.2453,0.44,ci,ci37900159,2018-03-28T00:21:28.556Z,"12km S of Seal Beach, CA",earthquake,2.09,8.03,0.264,18,reviewed,ci,ci
2018-03-26T13:38:10.210Z,38.8248329,-122.7975006,2.58,1.34,md,22,80,0.009926,0.03,nc,nc72990371,2018-03-26T13:39:45.530Z,"6km NW of The Geysers, CA",earthquake,0.24,0.4,0.06,6,automatic,nc,nc
2018-03-26T13:36:32.350Z,38.8058319,-122.8115005,1.82,2,md,30,79,0.01283,0.04,nc,nc72990366,2018-03-26T13:44:04.053Z,"6km WNW of The Geysers, CA",earthquake,0.2,0.3,0.06,8,automatic,nc,nc
2018-03-26T13:29:21.320Z,38.8074989,-122.8215027,2.72,0.54,md,9,137,0.006151,0.05,nc,nc72990361,2018-03-26T13:44:03.610Z,"7km WNW of The Geysers, CA",earthquake,0.74,0.97,0.02,2,automatic,nc,nc
2018-03-26T13:24:20.736Z,61.3671,-147.8891,20.1,1.7,ml,,,,0.73,ak,ak18777262,2018-03-26T13:32:21.567Z,"63km ESE of Lazy Mountain, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-03-26T13:21:32.000Z,33.496,-116.7848333,5.16,0.72,ml,26,35,0.0798,0.13,ci,ci37900151,2018-03-27T23:52:20.663Z,"10km NE of Aguanga, CA",earthquake,0.19,0.93,0.12,22,reviewed,ci,ci
2018-03-26T13:01:07.480Z,19.208,-155.4066667,32.38,1.62,md,19,153,0.0306,0.11,hv,hv70062506,2018-03-27T19:53:18.070Z,"7km E of Pahala, Hawaii",earthquake,0.75,1.1,0.075,8,reviewed,hv,hv
2018-03-26T13:00:37.616Z,63.5352,-150.8456,0.2,1.8,ml,,,,0.64,ak,ak18777254,2018-03-26T13:15:20.102Z,"95km W of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-03-26T12:59:46.060Z,37.3563333,-112.8328333,7.02,1.34,ml,11,88,0.3131,0.18,uu,uu60275312,2018-03-27T18:29:46.260Z,"40km SSE of Cedar City, Utah",earthquake,0.53,4.93,0.112,3,reviewed,uu,uu
2018-03-26T12:53:51.590Z,43.8568,77.348,32.82,4.4,mb,,70,1.559,1.16,us,us1000d94n,2018-03-26T16:10:33.240Z,"21km E of Qapshaghay, Kazakhstan",earthquake,5.8,6.9,0.144,14,reviewed,us,us
2018-03-26T12:48:29.800Z,38.7833333,-122.7855,5.69,0.31,md,10,156,0.01461,0.06,nc,nc72990356,2018-03-29T23:38:50.479Z,"3km WNW of The Geysers, CA",earthquake,1.22,2.49,0.046,2,reviewed,nc,nc
2018-03-26T12:41:30.400Z,-56.8886,-24.8891,10,4.9,mb,,196,7.073,0.82,us,us1000d94l,2018-03-26T12:56:41.040Z,"142km E of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,15.1,2,0.122,21,reviewed,us,us
2018-03-26T12:22:41.100Z,34.2341667,-118.3373333,8.85,1.9,ml,76,32,0.01953,0.17,ci,ci37900143,2018-03-26T22:13:03.420Z,"4km SW of Sunland, CA",earthquake,0.16,0.32,0.2,23,reviewed,ci,ci
2018-03-26T12:11:55.090Z,18.9288333,-155.3591667,11.25,2.82,ml,35,247,0.2455,0.11,hv,hv70062486,2018-03-26T19:33:25.700Z,"33km SSE of Pahala, Hawaii",earthquake,1.45,0.59,0.177,21,reviewed,hv,hv
2018-03-26T12:05:28.682Z,62.3348,-151.5609,77.9,1.7,ml,,,,0.41,ak,ak18776399,2018-03-26T12:10:52.589Z,"75km W of Talkeetna, Alaska",earthquake,,1.5,,,automatic,ak,ak
2018-03-26T11:52:36.410Z,19.1921667,-155.3968333,31.21,1.54,md,21,170,0.0451,0.12,hv,hv70062471,2018-03-28T20:22:36.190Z,"8km E of Pahala, Hawaii",earthquake,0.71,1.04,0.024,5,reviewed,hv,hv
2018-03-26T11:46:29.440Z,38.8226662,-122.8511658,1.86,0.97,md,15,80,0.006604,0.03,nc,nc72990351,2018-03-26T12:19:04.157Z,"10km WNW of The Geysers, CA",earthquake,0.28,0.44,0.07,4,automatic,nc,nc
2018-03-26T11:19:24.915Z,37.0923,-117.9361,11.9,0.7,ml,6,193.66,0.271,0.146,nn,nn00627626,2018-03-27T02:04:46.418Z,"32km ESE of Big Pine, California",earthquake,,6.5,0.07,3,reviewed,nn,nn
2018-03-26T11:11:55.710Z,35.3023333,-118.5961667,7.15,1.64,ml,33,41,0.1039,0.17,ci,ci37900127,2018-03-26T20:30:45.759Z,"23km NW of Tehachapi, CA",earthquake,0.19,0.52,0.15,29,reviewed,ci,ci
2018-03-26T10:46:29.950Z,33.4876667,-116.788,2.98,0.38,ml,16,106,0.08834,0.15,ci,ci37900119,2018-03-26T12:35:23.449Z,"9km NE of Aguanga, CA",earthquake,0.28,1.58,0.072,11,reviewed,ci,ci
2018-03-26T10:41:21.850Z,38.8073349,-122.815834,2.42,0.75,md,8,137,0.01054,0.05,nc,nc72990346,2018-03-26T11:46:02.977Z,"6km WNW of The Geysers, CA",earthquake,0.62,0.6,0.32,2,automatic,nc,nc
2018-03-26T10:20:37.280Z,38.8191681,-122.7821655,1.49,0.77,md,7,119,0.006013,0.02,nc,nc72990341,2018-03-26T11:18:02.828Z,"5km W of Cobb, CA",earthquake,0.5,0.76,0.22,2,automatic,nc,nc
2018-03-26T10:07:16.738Z,36.7353,-116.1577,8.3,0.1,ml,11,83.39,0.027,0.0836,nn,nn00627625,2018-03-27T02:04:43.875Z,"57km ESE of Beatty, Nevada",earthquake,,0.9,0.21,4,reviewed,nn,nn
2018-03-26T10:00:42.960Z,37.486,-121.4953333,5.49,1.8,md,36,81,0.03028,0.08,nc,nc72990331,2018-03-29T23:51:03.737Z,"27km WSW of Westley, CA",earthquake,0.14,0.4,0.134,40,reviewed,nc,nc
2018-03-26T09:52:31.952Z,59.8897,-151.1665,39.4,1.7,ml,,,,0.68,ak,ak18774673,2018-03-26T09:59:42.959Z,"18km NNE of Fritz Creek, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-03-26T09:51:00.700Z,-5.4617,151.396,39.97,6.6,mww,,19,5.262,1.09,us,us1000d937,2018-03-29T19:11:19.562Z,"139km E of Kimbe, Papua New Guinea",earthquake,7.8,4.6,0.062,25,reviewed,us,us
2018-03-26T09:44:35.780Z,36.0912,139.8955,63.3,4.3,mb,,144,1.439,0.95,us,us1000d9ag,2018-03-27T05:07:50.626Z,"4km N of Iwai, Japan",earthquake,5.6,8.7,0.125,18,reviewed,us,us
2018-03-26T09:25:58.449Z,64.9471,-150.8876,6.4,2,ml,,,,0.72,ak,ak18774669,2018-03-26T09:29:49.465Z,"13km WSW of Manley Hot Springs, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-03-26T09:24:58.425Z,62.75,-149.1033,57,2.4,ml,,,,0.56,ak,ak18774664,2018-03-26T09:34:07.695Z,"70km NE of Talkeetna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-03-26T09:24:19.110Z,38.4992,-119.3252,9.3,1.2,ml,7,100.15,0.089,0.1387,nn,nn00627623,2018-03-27T02:04:40.424Z,"28km NNW of Bridgeport, California",earthquake,,2.8,0.48,3,reviewed,nn,nn
2018-03-26T09:19:05.200Z,33.8488333,-116.7915,14.52,0.81,ml,30,37,0.01597,0.17,ci,ci37900103,2018-03-26T12:35:39.464Z,"8km S of Cabazon, CA",earthquake,0.26,0.55,0.145,25,reviewed,ci,ci
2018-03-26T09:04:46.870Z,19.4213333,-155.2718353,9.26,2.43,md,23,46,0.006406,0.15,hv,hv70062386,2018-03-26T09:07:57.500Z,"3km WSW of Volcano, Hawaii",earthquake,0.49,0.41,0.2,11,automatic,hv,hv
2018-03-26T09:02:11.550Z,18.0766,-66.9696,14,1.85,md,4,138,0.1306,0.06,pr,pr2018085002,2018-03-26T12:07:15.697Z,"0km W of Sabana Grande, Puerto Rico",earthquake,0.88,2.78,0.01,3,reviewed,pr,pr
2018-03-26T08:10:40.949Z,38.3762,-118.8923,13.7,0.6,ml,5,174.64,0.329,0.0785,nn,nn00627622,2018-03-27T02:04:38.757Z,"28km SW of Hawthorne, Nevada",earthquake,,8.8,0.07,2,reviewed,nn,nn
2018-03-26T08:08:15.340Z,41.001667,-125.2389984,1.73,2.87,md,32,298,0.9322,0.18,nc,nc72990311,2018-03-27T20:30:03.971Z,"92km WNW of Bayview, CA",earthquake,5.14,16.63,0.1,6,automatic,nc,nc
2018-03-26T08:04:42.700Z,19.4108334,-155.2745056,10.31,1.7,md,25,45,0.01132,0.23,hv,hv70062341,2018-03-26T08:08:08.140Z,"4km WSW of Volcano, Hawaii",earthquake,0.58,0.4,0.22,14,automatic,hv,hv
2018-03-26T08:02:44.120Z,33.659,-116.7431667,14.9,0.19,ml,15,102,0.05869,0.08,ci,ci37900095,2018-03-27T00:10:21.185Z,"9km SSW of Idyllwild, CA",earthquake,0.32,0.34,0.034,6,reviewed,ci,ci
2018-03-26T07:44:52.930Z,32.816,-115.4618333,9.67,1.41,ml,22,44,0.01655,0.26,ci,ci37900087,2018-03-26T20:23:56.359Z,"8km W of Holtville, CA",earthquake,0.37,0.7,0.167,8,reviewed,ci,ci
2018-03-26T07:44:01.395Z,38.3583,-118.9119,8.6,1.2,ml,10,181.28,0.152,0.1354,nn,nn00627584,2018-03-27T02:04:20.203Z,"30km ENE of Bridgeport, California",earthquake,,3.7,0.08,2,reviewed,nn,nn
2018-03-26T07:37:29.046Z,61.3091,-146.8218,26.9,1.6,ml,,,,0.31,ak,ak18773818,2018-03-26T07:42:56.755Z,"32km NW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-03-26T07:37:14.930Z,33.689,-116.781,13.58,0.77,ml,20,79,0.06281,0.1,ci,ci37900079,2018-03-27T00:18:26.750Z,"8km SW of Idyllwild, CA",earthquake,0.24,0.43,0.127,14,reviewed,ci,ci
2018-03-26T07:35:03.130Z,38.8204994,-122.8438339,1.64,0.56,md,14,73,0.007357,0.04,nc,nc72990296,2018-03-26T09:38:03.314Z,"9km WNW of The Geysers, CA",earthquake,0.27,0.44,0.01,2,automatic,nc,nc
2018-03-26T07:13:50.390Z,19.4055004,-155.2858276,8.72,0.75,md,25,45,0.01343,0.36,hv,hv70062321,2018-03-26T19:58:08.340Z,"5km WSW of Volcano, Hawaii",earthquake,0.63,0.82,0.018,4,reviewed,hv,hv
2018-03-26T07:13:47.720Z,37.5605,-118.9858333,1.5,0.34,md,17,174,0.05931,0.04,nc,nc72990291,2018-03-27T17:51:04.682Z,"8km S of Mammoth Lakes, CA",earthquake,0.51,1.22,0.188,15,reviewed,nc,nc
2018-03-26T07:06:49.512Z,41.0814,-116.4294,8.8,1.3,ml,8,247.17,0.071,0.0805,nn,nn00627583,2018-03-26T15:05:18.752Z,"49km NNW of Carlin, Nevada",earthquake,,2.1,0.18,5,reviewed,nn,nn
2018-03-26T06:57:46.326Z,38.5718,-118.3584,10.5,1.2,ml,14,72.77,0.137,0.1221,nn,nn00627579,2018-03-27T02:04:18.826Z,"23km ENE of Hawthorne, Nevada",earthquake,,1.2,0.24,5,reviewed,nn,nn
2018-03-26T06:52:31.660Z,36.004,-120.883,9.63,2.84,md,85,46,0.02143,0.09,nc,nc72990286,2018-03-30T00:23:02.907Z,"3km SE of San Ardo, CA",earthquake,0.14,0.36,0.135,95,reviewed,nc,nc
2018-03-26T06:42:23.360Z,18.2553,-67.4133,27,2.6,md,8,204,0.145,0.23,pr,pr2018085001,2018-03-26T07:40:11.463Z,"19km WSW of Rincon, Puerto Rico",earthquake,0.91,1.47,0.27,8,reviewed,pr,pr
2018-03-26T06:38:35.989Z,61.5366,-140.8149,0,1.8,ml,,,,0.48,ak,ak18773811,2018-03-26T06:52:49.612Z,"185km NNE of Cape Yakataga, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-03-26T06:38:24.995Z,54.0989,-165.9194,7.3,1.7,ml,,,,0.28,ak,ak18773810,2018-03-26T16:31:30.625Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-03-26T06:18:33.860Z,37.4311667,-119.0603333,4.12,0.98,md,20,135,0.1098,0.07,nc,nc72990276,2018-03-29T00:27:20.153Z,"24km SSW of Mammoth Lakes, CA",earthquake,0.29,1.68,0.211,17,reviewed,nc,nc
2018-03-26T06:14:01.800Z,56.0763,-149.4846,10.3,3,ml,,,,0.52,ak,ak18773807,2018-03-26T16:28:45.015Z,"260km SE of Kodiak, Alaska",earthquake,,5.1,,,reviewed,ak,ak
2018-03-26T06:11:26.640Z,18.6658,-66.4741,62,2.7,md,10,238,0.4245,0.23,pr,pr2018085000,2018-03-26T07:40:00.135Z,"22km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,1.28,1.78,0.14,10,reviewed,pr,pr
2018-03-26T06:01:49.960Z,-24.7161,-69.5192,78.85,4.3,mwr,,56,0.449,1.29,us,us1000d91z,2018-03-26T18:05:46.621Z,"123km NE of Taltal, Chile",earthquake,3.4,6.2,0.086,13,reviewed,us,us
2018-03-26T05:52:26.310Z,38.8078346,-122.8410034,5.61,0.57,md,8,216,0.003077,0.04,nc,nc72990271,2018-03-26T08:01:02.549Z,"8km WNW of The Geysers, CA",earthquake,2,5.88,,1,automatic,nc,nc
2018-03-26T05:37:58.560Z,44.5696667,-110.7451667,5.23,0.76,ml,10,95,0.08114,0.18,uu,uu60275297,2018-03-26T21:00:58.330Z,"13km NNE of Old Faithful Geyser, Wyoming",earthquake,0.42,2.43,0.085,2,reviewed,uu,uu
2018-03-26T05:34:50.476Z,38.8114,-117.422,11.7,1.1,ml,5,130.17,0.189,0.093,nn,nn00627620,2018-03-27T02:04:37.351Z,"43km E of Gabbs, Nevada",earthquake,,12.2,0,1,reviewed,nn,nn
2018-03-26T05:25:20.046Z,62.1472,-150.5395,16.4,1.3,ml,,,,0.96,ak,ak18772975,2018-03-26T05:29:04.214Z,"29km SW of Talkeetna, Alaska",earthquake,,0.2,,,automatic,ak,ak
